,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
767,"Barry, Dave, Kelly, and Jake will meet around the campus at 12 to join Women's strike.","Barry, Jake, Dave and Kelly are meeting around the campus at noon to march in Women's strike.",74.29,30.3,62.86,97.19,83.35
768,Laurel and John meet at Jades tomorrow at 5 pm to buy a birthday gift for Diana. Diana's birthday is on Saturday.,John wants to go with Laurel to buy Diana's birthday gift. They will meet at Jade's collection at 5 pm tomorrow.,60.87,31.82,26.09,92.69,56.67
769,"Rachel has a new siamese cat, a girl called Portia. Rachel discovered that is allergic to cats. She is sneezing, has rashes and other allergic reactions. She takes medications that seem to help. Adam consoles Rachel.",Rachel has got a new cat named Portia. She's taking some medication to stop it.,30.77,8.0,30.77,90.81,45.57
770,Mark is planning an afterparty after his wedding. It's going to take place at their house on the next day.,"Matthew, Kristina and Bart are planning to go to Mark's wedding the next day.",44.44,11.76,27.78,90.85,45.81
771,Diana and Russel are buying a present for mum.,Russel and Diana are going to buy a gift for mum.,70.0,11.11,50.0,96.29,77.99
772,"Amy has severe aura. Penny, Owen and Neil want to meet her in person.","Owen, Neil and Penny are discussing Amy's relationship.",43.48,0.0,17.39,92.63,56.33
773,Rachel and Wai will go to the museum together. They will go to a bar then. Rachel will meet Wai's friends for the first time.,Wai and Rachel are going to the museum. They will meet at 4 at the main entrance. They will go to a bar.,61.22,34.04,40.82,92.84,57.59
774,Robert is out of town.,Robert is not in town.,60.0,25.0,60.0,95.84,75.33
775,Dorothea is having a birthday dinner in the town with Tom. Elena is seeing Dorothea at her party on Saturday. ,It's Dorothea's birthday. She's going to meet Tom and eat something in the town.,32.43,11.43,27.03,91.68,50.72
776,Jules and Derek don't have class tomorrow as it's Friday.,Derek was never good at memes. Jules and Derek have class tomorrow.,50.0,36.36,50.0,90.49,43.65
777,"Ainsley is sick, so she's not able to help Jane with her thesis now.",Ainsley has a cold and sneezing every 2 seconds. Jane will help her with the thesis.,38.71,0.0,25.81,91.66,50.59
778,Felipe finds Lydia's legs attractive. She has been working out at the gym for months.,Lydia's legs are amazing.,28.57,21.05,28.57,91.58,50.1
779,"Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland.",Amka is going to London for Halloween with her grandparents. Amka's grandmother is having some health issues. Mick and Amka will go to the cementary on 1 November.,37.33,13.7,24.0,88.78,33.52
780,Jessie and Karine went together to the kindergarten.,Jessie and Karine saw each other at kindergarten.,50.0,28.57,50.0,95.45,73.04
781,Cael lets Mae know that the dress isn't ready yet.,Cael hasn't finished the dress yet.,55.56,12.5,44.44,94.75,68.92
782,"Fiona fell in love with his student, Conrad.",Fiona is in a room with Conrad. Fiona is in love with him. Fiona is mad at her boss. Fiona wants her boss to tell her what he's going to do.,25.0,10.53,20.0,89.48,37.69
783,The situation in Kongo is terrible because of its resources and politics.,"The situation in Congo is horrible. There is too much money involved. Ebola, war, militias, diamonds and the elections weren't done properly.",28.57,12.12,28.57,90.48,43.6
784,"Margaret and Evans plan to meet at 10 on 4th and at 11 on 11th. They both are not sure when they will be able to meet next, so they will come up with a date later.","In December, Margaret and Evans will meet on 4th and 11th around 10:00 or 11:00. They will meet on 18th and on the 14th.",49.28,20.9,37.68,90.44,43.37
785,Bradley is too busy at work to talk to Joanne now.,Joanne wants to talk to Bradley but he's busy at work.,69.57,38.1,34.78,93.18,59.56
786,Pete has got an interview. His wife Iris is happy because her parents are glad she found a decent man. She is joking he is famous.,Iris's husband is famous. Pete will be home in 1 hour.,21.05,5.56,15.79,87.81,27.8
787,Iris is trying to remove herself from an expense. Ken has fixed the problem. Julia will be added to the expense again later. Gerardo will ask the people leaving early to stay in the splitwise group until the end of the month. George will stay.,"Iris is trying to remove herself from an expense that involves a person who has left the group, so it can no longer be edited. If you want to change this expense, you must first add that person back to your group. Luke has to delete that expense and re-add it.",32.99,16.84,32.99,88.35,30.98
788,Ola should be free by 8. Kurt wants her to call him.,Ola will be free by 8. Kurt will call Ola.,63.64,40.0,63.64,93.94,64.12
789,Conny cannot find enough information online for his paper. Fitz suggests he tries the library. ,Conny did some research and found nothing. Fitz suggested Conny to go to the library.,26.67,7.14,26.67,92.01,52.63
790,"By looking at the photos, Archie thinks that Melanie looked nicer with curly hair. Louis disagrees.",Louis shares a photo of Melanie with Archie.,33.33,0.0,16.67,90.38,43.02
791,"Carly and Cindy think she is stupid, because she asked him. ",Carly and Cindy are shocked by her stupid behaviour.,40.0,22.22,40.0,93.69,62.6
792,Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.,Kirsten and Alex are going bowling this Friday at 7 pm.,66.67,32.0,51.85,94.44,67.04
793,"A boy that Sam likes is not talking to her, but Cathy convinces her that he likes her. Sam will talk to the boy tomorrow.",Sam doesn't think he likes Cathy. He's shy and looks at her when she doesn't see him. Sam will talk to him tomorrow.,39.22,16.33,39.22,90.66,44.67
794,Jess dreamt she was a lion tamer. Lynn believes that dreams mean something. Charlie has read that strangers from our dreams are actually people who we've seen before.,Jess dreamt last night that she was a lion tamer. She will go to Africa this summer. Lynn thinks that dreams can tell us something. She thinks the circus owner from her dream can be some gentleman who lives in her neighbourhood.,39.44,17.39,36.62,91.8,51.39
795,Coeliac disease makes it impossible to digest gluten. Charles feels bloated and gained weight recently. Monica stopped eating lactose. Charles had a blood test.,"Charles has coeliac disease, which makes it impossible for him to digest gluten or to be allergic to gluten. He feels allergic to gluten. Monica feels weird recently, bloated and gains weight even though she doesn't eat much.",47.62,19.67,38.1,91.92,52.15
796,"Ulysses and Peter got an A, Julia got a B. The grades are to be checked on the course page.",Ulysses got an A and Julia got a B. Martha can check her grades on the course page.,73.68,44.44,68.42,96.25,77.76
797,Ralph told Andrew a joke.,Ralph sends Andrew a joke about sinking a Polish battleship.,53.33,30.77,53.33,93.77,63.1
798,Linda missed her train and the next one is in one hour. A return to Amsterdam was 80 euros.,Linda missed the train. The next one is in one hour.,66.67,50.0,66.67,94.26,66.01
799,Martha likes Ophelia's lenses and wants to buy similar ones. Ophelia got them from Crazy Lenses.,Martha wants to buy the lenses from Ophelia's profile picture.,57.14,23.08,35.71,90.58,44.2
800,Linda wants to buy flowers for her mother and asks Michael which flowers does she like. Michael suggests Linda to buy freesias.,Linda wants to buy flowers for her mum. She's on a flower market.,44.44,35.29,44.44,90.66,44.67
801,Tim is running late and will arrive around twenty past. He asked Gary to do some small talk and try to delay the main presentation.,Gary will come to Tim's presentation.,31.25,0.0,18.75,89.57,38.22
802,Marcus will pick Mark from the airport at 4pm. Anna will call Mark and give him Marcus' number.,Anna is picking up Mark from the airport on Thursday at 3 pm. Marcus has a meeting at 1. Anna will call him and give him Marcus's number.,62.5,34.78,58.33,95.72,74.65
803,Lewandowska has measles. There are vaccinations in the main building from 17th until 19th for everyone who had contact with her. ,Lewandowska is hospitalized because she has measles. She hasn't seen her since the last semester. Joanna will try to get vaccinated before work on 18th.,24.0,4.17,20.0,89.95,40.43
804,Louisa will lend Thelma her red velvet dress.,Thelma doesn't have anything to wear. Louisa will bring her red velvet dress.,63.64,40.0,54.55,93.27,60.1
805,Megan and Joseph will take Joseph's car to the opera.,Joseph will take his car to the opera.,73.68,58.82,73.68,96.18,77.35
806,Carl is waiting for Meg who's running late as she can't find her key. ,Carl is waiting for Meg. Meg lost her key.,56.0,43.48,56.0,93.97,64.3
807,"Ben is having a downtime, isn't very talkative. Kim wants to see Ben tonight but he has to rain check.",Kim and Ben are going to have pizza with coke tonight.,25.0,0.0,18.75,87.56,26.29
808,Stan Lee is dead.,Stanley is alive and well.,22.22,0.0,22.22,93.45,61.19
809,Maria is tired of her job. ,Maria is tired of her job.,100.0,100.0,100.0,100.0,100.0
810,"Ryanair has canceled many flights. This affected Erin, Luke and Ava.","Ryanair cancelled flights affecting 400,000 more passengers.",21.05,0.0,21.05,90.78,45.36
811,Rachel's aunt had an accident and she's in hospital now. She's only bruised. The perpetrator of the accident is going to pay for the rehabilitation. ,Rachel's aunt had an accident. She's bruised but fine. Some man was speeding and didn't see the red light. He will pay for the rehabilitation.,53.57,33.33,50.0,93.54,61.75
812,"Monica had sex with Ross at an office party two months ago. She's pregnant, but didn't tell Ross about it, who's married.",Michelle and Ross had an office party two months ago. Monica got drunk and became really friendly with Ross.,50.0,28.57,36.36,92.01,52.64
813,Luke will go surfing at 2:22 pm tomorrow.,Luke got his ass kicked surfing today. There were 3 wipeouts and 1 surfboard to the head. The low tide is 2:22 pm tomorrow. Eric thinks mid tide is generally the best. Luke wants to see the rocks but doesn't want to run into them.,21.43,11.11,21.43,89.3,36.63
814,Benjamin didn't come to see a basketball game on Friday's night. The team supported by Alex won 101-98. Benjamin's mom has a flu and he's looking after her. Benjamin declares to attend the next basketball match.,Benjamin couldn't attend Friday night's basketball game. His mom is sick and he's taking care of her. The team won the game 101-98.,55.88,15.15,32.35,94.1,65.03
815,The audition starts at 7.30 P.M. in Antena 3.,The audition starts at 7.30 p.m. on Antena 3.,90.91,80.0,90.91,98.65,92.03
816,"Marta sent a file accidentally,",Marta accidentally clicked on something in Weronika's gallery.,28.57,0.0,28.57,89.82,39.7
817,There was a meet-and-greet with James Charles in Birmingham which gathered 8000  people.,"There was a meet and greet with James Charles in one of the malls in Birmingham and about 8,000 fans showed up for it. Cora was surprised that a meet and greet with a ""virtually unknown"" youtuber gathered 8,000 people.",45.61,36.36,45.61,91.04,46.91
818,"Rachel sends a list of Top 50 films of 2018. Janice watched almost half of them, Deadpool 2 and Avengers included.",Janice has watched almost all 50 of the Top 50 Best Films of 2018. Her boyfriend forced her to watch Deadpool 2.,51.16,24.39,37.21,92.55,55.87
