model,test_index,ref_event_id,model_event_id,alignment_score,weak_match,ref_speech_act,model_speech_act,ref_speech_category,model_speech_category,ref_intended_meaning,model_intended_meaning,ref_actor,model_actor,ref_action,model_action,ref_object,model_object,ref_recipient,model_recipient,ref_evidence,model_evidence,intended_similarity,action_similarity,evidence_similarity,error_type
gemma27b,621,2.0,1.0,0.7161111111111111,False,information request,question,question_request,question_request,Phil asks whether the sunglasses also belong to Deana.,Phil asks if Deana sent the sunglasses.,Deana,Deana,own,send,sunglasses,sunglasses,,Phil,Are these sunglasses also from you?,Are these sunglasses also from you?,0.6170026881720432,0.09999999999999999,1.0,
gemma27b,621,4.0,3.0,0.6565325384997516,False,decision,decision,other,other,Phil says they will look after the sunglasses because no one knows who owns them.,Phil decides to keep the sunglasses.,Phil,Phil,keep,keep,sunglasses,sunglasses,,null,they don't belong to any of us we can look after these sunglasses,"Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.",0.3412698412698413,1.0,0.761593707250342,
gemma27b,621,1.0,,,,gratitude,,,,Phil thanks Deana for the card and says Constantine was happy.,,Deana,,sent,,card,,Phil and Constantine,,Many thanks for this nice card Constantine was very happy,,,,,omitted_reference_event
gemma27b,621,3.0,,,,denial,,,,Deana says the sunglasses are not hers and thought they belonged to Cathreen.,,Deana,,does not own,,sunglasses,,,,I thought they belonged your Cathreen Mine either,,,,,omitted_reference_event
gemma27b,621,,2.0,,,,suggestion,,,,Deana suggests Phil keep the sunglasses since neither of them own them.,,Phil,,keep,,sunglasses,,null,,maybe you feel like keeping them?,,,,extra_model_event
gemma27b,635,1.0,1.0,0.3976917613636363,True,suggestion,suggestion,suggestion_invitation,suggestion_invitation,Gloria suggests having a barbecue because the weather is good.,proposes a social gathering,Mell and Gloria,Gloria,have,suggest,barbecue,a do,,Mell,perfect for a BBQ What do you think?,We should really have a nice do again.,0.187239165329053,0.06363636363636363,0.28547297297297297,
gemma27b,635,2.0,2.0,0.5576174620791714,False,acceptance,agreement,agreement_confirmation,agreement_confirmation,Mell agrees to host the barbecue at her place.,accepts the suggestion and proposes a BBQ,Mell,Mell,host,agree,barbecue,a BBQ,Gloria,Gloria,I'm all for it At my place? I'd love it,YES! Splendid! I'm all for it. At my place? I'd love it.,0.18584770114942528,0.0,0.8782775119617225,
gemma27b,635,4.0,5.0,0.47563291139240504,False,proposal,task_allocation,suggestion_invitation,question_request,Mell proposes doing the food while Gloria brings drinks.,agrees to bring drinks and dessert,Mell and Gloria,Gloria,prepare,offer,"food, drinks and dessert",drinks and dessert,,Mell,Shall I do the food and you the drinks? I'll get us some dessert,And I'll get us some dessert as well.,0.22666666666666666,0.05833333333333333,0.5486048604860486,
gemma27b,635,3.0,,,,request,,,,Mell wants Gloria's opinion on her terrace and garden design ideas.,,Gloria,,give opinion,,garden design drawings,,Mell,,I must show you my drawings hear your opinion,,,,,omitted_reference_event
gemma27b,635,5.0,,,,relief,,,,Mell is relieved that Tad's sister moved to Scotland.,,Tad's sister,,moved,,Scotland,,,,she moved up to Scotland I don't have to put up with her,,,,,omitted_reference_event
gemma27b,635,,3.0,,,,scheduling,,,,confirms the BBQ date as this Saturday,,Gloria,,confirm,,BBQ date,,Mell,,So this weekend suits us fine.,,,,extra_model_event
gemma27b,635,,4.0,,,,task_allocation,,,,divides responsibilities for the BBQ,,Mell,,offer,,food,,Gloria,,Shall I do the food and you the drinks?,,,,extra_model_event
gemma27b,649,1.0,1.0,0.7398915989159892,False,problem report,problem_report,inform_update,inform_update,Callan reports that something is wrong with his Samsung S8 because it only shows a black screen.,Callan reports his phone has a black screen.,Samsung S8,,shows,malfunction,black screen,Samsung S8,,,Something's wrong with my Samsung S8 All I get is a black screen,Something's wrong with my Samsung S8. All I get is a black screen.,0.512,0.04375,0.9946153846153847,
gemma27b,649,2.0,2.0,0.5937243401759531,False,explanation,problem_explanation,commitment_plan,commitment_plan,Callan thinks the phone overheated and needs time to restart.,Callan identifies overheating as a potential cause based on prior experience.,Samsung S8,,overheats,overheat,,Samsung S8,,,It overheats takes a while for it to restart again,It overheats and then it takes a while for it to restart again..,0.19886128364389233,0.32941176470588235,0.872234935163997,
gemma27b,649,3.0,3.0,0.6945544755785107,False,decision,plan_initiate,other,commitment_plan,Callan will take the phone to the store because it is still under warranty.,Callan plans to take the phone to the store for repair under warranty.,Callan,Callan,take,take_to_store,phone to store,Samsung S8,,store,I'm going to the store It's still under warranty,I'm going to the store and let them see it. It's still under warranty.,0.7036781609195402,0.4897058823529412,0.7934414148857776,
gemma27b,649,,4.0,,,,assurance,,,,Callan assures Wade that his data is safe due to regular backups.,,Callan,,back_up,,files,,,,"No, I always back up my files.",,,,extra_model_event
gemma27b,676,1.0,1.0,0.5172535211267606,False,problem report,report,inform_update,inform_update,Anna tells Joanna that she has had a bad stomachache since night.,Anna informs Joanna about her stomachache.,Anna,Anna,has,experience,awful stomachache,stomachache,,Joanna,"I have a awful stomachache At night, and it won’t stop",I have a awful stomachache.,0.42601246105919,0.0,0.607044299201162,
gemma27b,676,2.0,2.0,0.5620394930739758,False,hypothesis,suggestion,other,suggestion_invitation,Joanna considers possible causes of Anna's stomachache.,Joanna suggests a possible cause for the stomachache is bad food.,Joanna,Joanna,consider,suggest,cause of stomachache,bad food,,Anna,Is it something you ate? Maybe the milk was bad,Maybe it is something you ate? Maybe the milk was bad. Maybe the banana was bad.,0.4558333333333333,0.09333333333333332,0.7480314960629921,
gemma27b,676,3.0,4.0,0.7319468267581475,False,suggestion,conditional_commitment,suggestion_invitation,commitment_plan,Anna suggests seeing a doctor if the stomachache does not improve.,Anna proposes seeing a doctor if the stomachache persists.,Anna,Anna,see,propose,doctor,doctor's visit,,Joanna,"If not, maybe we should go and see a doctor","If not, maybe we should go and see a doctor.",0.725967741935484,0.13999999999999999,0.9959770114942529,
gemma27b,676,4.0,6.0,0.7496870781691005,False,offer,offer,commitment_plan,commitment_plan,Anna offers to make Joanna hot tea with fresh mint leaves.,Anna offers to make tea for Joanna.,Anna,Anna,drink,make,hot tea with fresh mint leaves,tea,,Joanna,I’ll get you a hot tea with some fresh mint leaves,I’ll get you a hot tea with some fresh mint leaves.,0.6365591397849462,0.07777777777777777,0.9965346534653465,
gemma27b,676,,3.0,,,,refusal,,,,Anna rejects the suggestions about the milk and banana.,,Anna,,reject,,suggestions,,Joanna,,"It didn't smell bad. No, the banana was delicious.",,,,extra_model_event
gemma27b,676,,5.0,,,,agreement,,,,Joanna agrees with the proposal to see a doctor if needed.,,Joanna,,agree,,doctor's visit,,Anna,,"Yeah, I think so...",,,,extra_model_event
gemma27b,678,3.0,1.0,0.3746048811955704,True,information sharing,report,inform_update,inform_update,Kate tells Sam about a woman making an explicit marzipan cake.,Kate informs Sam and Jeff about a cake with an unusual decoration.,woman,woman,make,made,cake with explicit decoration,cake with a penis decoration,,,there was a huge penis on it made of marzipan,there was a huge penis on it Somebody ordered a cake with a huge penis with balls and chocolate hair,0.5031929347826087,0.26249999999999996,0.49160919540229886,
gemma27b,678,1.0,,,,location update,,,,Kate tells Sam that she is downstairs.,,Kate,,be located,,downstairs,,,,downstairs,,,,,omitted_reference_event
gemma27b,678,2.0,,,,location update,,,,Jeff says they are in the little room next to the reception.,,Kate and Jeff,,be located,,little room next to the reception,,,,We're in the little room next to the reception,,,,,omitted_reference_event
gemma27b,678,,2.0,,,,request,,,,Sam expresses a desire to see the cake.,,Sam,,see,,cake,,,,I must see it!,,,,extra_model_event
gemma27b,690,2.0,1.0,0.5047814207650273,False,political criticism,claim,other,other,Karine argues that Trump's strategy is populist and based on scaring people with a minority.,The speaker asserts the subject is employing a manipulative political strategy.,Trump,he,uses,scare,populist strategy,people,,null,populist strategy to scare people with a minority,this populist strategy to scare people with a minority,0.24415204678362573,0.15555555555555553,0.944774414620217,
gemma27b,690,3.0,2.0,0.457641196013289,False,agreement,agreement,agreement_confirmation,agreement_confirmation,Peter agrees with Karine that Trump is more dangerous than merely senile or stupid.,Peter agrees with Karine's assessment of the subject's intelligence.,Peter,null,agree,agree,Karine's criticism,Karine's claim,,null,Karine is right,"Karine is right, I think he's not as senile and stupid as we would like to believe",0.33645263460984737,1.0,0.3032474226804124,
gemma27b,690,4.0,5.0,0.6178319209039548,False,call to action,commitment,other,commitment_plan,Mia says they should do anything to win the next elections.,Mia commits to working towards winning the next election.,"Mia, Jennifer, Karine and Peter",we,try to win,do anything,next elections,to win the next elections,,null,we should do anything to win the next elections,but we should do anything to win the next elections,0.4893103448275862,0.1333333333333333,0.9515037593984963,
gemma27b,690,1.0,,,,complaint,,,,Mia complains about Trump repeatedly talking about the wall.,,Trump,,keeps talking about,,the wall,,,,he keeps talking about the stupid wall,,,,,omitted_reference_event
gemma27b,690,,3.0,,,,claim,,,,The subject's actions are causing significant harm beyond politics.,,he,,destroy,,the Earth,,null,,he is destroying the Earth,,,,extra_model_event
gemma27b,690,,4.0,,,,suggestion,,,,The speaker suggests there is a possibility of positive change.,,null,,hope,,Trump will be over soon,,null,,maybe Trump will be over soon?,,,,extra_model_event
gemma27b,690,,6.0,,,,agreement,,,,Karine emphatically agrees with the need to win the next election.,,null,,agree,,Mia's statement,,null,,everything!,,,,extra_model_event
gemma27b,711,2.0,1.0,0.7099462365591398,False,preference,preference,other,other,Alex says he prefers the Flash instead.,Alex expresses a preference for The Flash over Batman and Superman.,Alex,Alex,prefer,prefer,the Flash,The Flash,,Pedro,neither i honestly like the flash,i honestly like the flash,0.42138364779874204,1.0,0.8926332288401253,
gemma27b,711,3.0,2.0,0.5745271629778672,False,justification,justification,other,other,Alex argues that the Flash is powerful because his speed opens up the multiverse.,Alex justifies their preference by highlighting The Flash's speed and its implications.,Flash,The Flash,access,have,multiverse,speed,,Pedro,that speed opens up the whole multiverse for him,that speed opens up the whole multiverse for him,0.29166666666666663,0.13999999999999999,1.0,
gemma27b,711,1.0,,,,preference question,,,,Pedro asks Alex to choose between Batman and Superman.,,Alex,,choose,,Batman or Superman,,,,batman or superman??,,,,,omitted_reference_event
gemma27b,737,1.0,1.0,0.9132422402159244,False,request,request,question_request,question_request,Damian asks Ethan to buy him a kebab because he is starving.,Damian asks Ethan to buy him a kebab.,Ethan,Ethan,buy,buy,kebab,kebab,Damian,Damian,can you buy me a kebab? i'm starving,can you buy me a kebab? i'm starving,0.7870103092783505,1.0,1.0,
gemma27b,737,2.0,2.0,0.657314465408805,False,complaint,suggestion,other,suggestion_invitation,Ethan complains that Damian depends on him instead of cooking.,Ethan suggests Damian cook for both of them instead.,Damian,Damian,not cook,cook,food,food,,both,why won't you cook something for both of us such a parasite,"why won't you cook something for both of us, huh?",0.45789473684210524,0.6666666666666666,0.82996632996633,
gemma27b,737,3.0,,,,acceptance,,,,Ethan agrees to buy Damian a kebab.,,Ethan,,buy,,kebab,,Damian,,ok ok,,,,,omitted_reference_event
gemma27b,737,,3.0,,,,justification,,,,Damian explains he had a bad day and doesn't want to cook.,,Damian,,explain,,rough day,,Ethan,,"man, give me a break, i had a rough day",,,,extra_model_event
gemma27b,737,,4.0,,,,promise,,,,Damian promises to change his behavior.,,Damian,,change,,behavior,,Ethan,,"i'll change, scout's honour",,,,extra_model_event
gemma27b,767,1.0,1.0,0.6015264797507788,False,invitation,offer,suggestion_invitation,commitment_plan,Barry asks whether anyone wants to join the Women's strike march.,Barry proposes attending a Women's strike.,group,Barry,join,attend,Women's strike march,Women's strike,,"Jake, Dave","I'm gonna go march in Women's strike, anyone interested?","I'm gonna go march in Women's strike, anyone interested?",0.41258933479934023,0.06999999999999999,1.0,
gemma27b,767,2.0,2.0,0.48013519222644696,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,Jake is going and invites Barry to join his friends.,Jake accepts and proposes a joint attendance.,Barry,Jake,join,attend,Jake and friends,Women's strike,,Barry,I am wanna join?,"I am, already made plans with some friends, wanna join?",0.33335354760460884,0.06999999999999999,0.5291750503018109,
gemma27b,767,3.0,3.0,0.7393884892086331,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,Dave will also join and Kelly is coming with him.,Dave accepts and states Kelly will join.,Dave and Kelly,Dave,come,attend,Women's strike march,Women's strike,,"Barry, Jake",I am down too Kelly is coming with me,"I am down too, Kelly is coming with me",0.5711169861202907,0.06999999999999999,0.9953333333333334,
gemma27b,767,4.0,4.0,0.7380157962604772,False,plan,plan,commitment_plan,commitment_plan,Barry proposes meeting around campus at noon.,Barry proposes a meeting point and time.,"Barry, Jake, Dave and Kelly",Barry,meet,meet,around campus at noon,,,"Jake, Dave, Kelly",meet around the campus at noon,Let's just meet around the campus at noon,0.5173949579831932,1.0,0.8529175050301812,
gemma27b,799,1.0,1.0,0.61367769725147,False,request,request,question_request,question_request,Martha asks Ophelia where she got the lenses in her profile picture.,Martha asks Ophelia for information about her lenses.,Ophelia,Martha,provide information about,ask,lenses,information about lenses,Martha,Ophelia,do you mind if I ask you about the lenses from your profile picture?,"Hey, can I ask you a question? do you mind if I ask you about the lenses from your profile picture?",0.5043388429752066,0.024999999999999998,0.8050299401197605,
