,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
751,Greg sent Dave his notes from statistics.,Greg has some notes from statistics. Dave's don't even exist.,52.63,23.53,42.11,92.36,54.72
752,Sally is not going out because she doesn't feel well. ,Mark is going out in a sec. Sally doesn't feel well. Mark will pick her up.,57.14,30.77,50.0,91.8,51.4
753,Sandy will go for a run. She will meet Joy after 11am. Lina and Joy don't think the dresses are appropriate. Joy will wait for Sandy.,"Joy and Sandy are going to meet on Friday evening at 11 am. Sandy is going for a run, so she may be late. Joy will show Sandy Lina's dress.",50.85,14.04,27.12,90.41,43.18
754,"It's raining, so Val and Candy will wait half an hour before they go.",It's raining. Val and Candy will wait half an hour to see if the rain stops.,68.75,60.0,68.75,95.27,71.96
755,Susie found the plasters and Ted kept them until the morning.,Ted found plasters and kept them till this morning after his shower.,60.87,19.05,52.17,93.92,64.0
756,Mary and Lily will call Kyle on facetime.,Lily and Mary will call Kyle in 10 minutes via Facetime.,73.68,23.53,52.63,95.39,72.71
757,Harry will go to Taylors party tomorrow at 8pm. ,Taylor is throwing a party tomorrow at 8 PM at his house. His parents are away.,38.46,33.33,38.46,91.29,48.39
758,"Tomas, Sierra and Jeremy have still not received the grant. Tomas is broke and is checking his bank account every hour. Sierra offers to lend him some money.",Sierra and Jeremy haven't received the grant yet. Tomas is broke. Sierra will lend him some money.,60.87,40.91,60.87,95.1,70.94
759,Camilla has some errands to do on Saturday. Charles is visiting the German markets this weekend. They are talking about Christmas food and drinks.,Charles and Camilla are going to visit the German markets in Birmingham and Manchester this weekend.,50.0,15.79,35.0,91.66,50.61
760,Pamela will look at their website to apply for the RGS grant. Zoe and Xiara applied last year but they weren't lucky. Sometimes you have to be a member to apply.,Zoe and Xiara didn't apply for the RGS grant last year. Pamela will look at their website.,68.0,50.0,28.0,93.11,59.17
761,Colin informs Ava that with her height of 158 cm she is shorter than an average penguin.,Ava is shorter than penguins.,36.36,20.0,36.36,89.51,37.85
762,"Ursula got 93 on her French exam. Vaughn got 65, but still passed.",Ursula got a 93 on her French exam. Jana got a 65.,72.0,43.48,72.0,95.7,74.53
763,There was a drill at the school today.,There was an emergency at school today. Three engines and an ambulance were called. It turned out to be a drill.,48.28,22.22,34.48,93.54,61.73
764,"Perry, Marlow, Janet and Forster discuss their holiday plans. Marlow would like to go to Asia, others will think if they can join. The friends will meet tomorrow at 8 pm to discuss that. ","Perry, Marlow and Janet will go to Asia in September. They will meet tomorrow at 8 pm over beer and talk. Forster wants to go to the mountains.",61.29,30.0,45.16,92.22,53.9
765,The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.,"Lee is confused because he saw a client manager wearing a suit and a suit jacket after work. He has some sort of a presentation. Lee bought RoS CE and pre-purchased Wings, Wings and a Demon Hunter for Heroes of the Storm.",56.41,39.47,51.28,91.16,47.63
766,"Maya wants Boris to bring clothes that are hanging outside. Brian will do that, because Boris isn't at home now.",Boris will bring home the clothes that are hanging outside.,58.06,27.59,45.16,92.64,56.39
767,"Barry, Dave, Kelly, and Jake will meet around the campus at 12 to join Women's strike.","Barry, Jake, Dave and Kelly are going to march in the Women's Strike. They will meet around the campus at noon.",76.92,37.84,46.15,96.07,76.7
768,Laurel and John meet at Jades tomorrow at 5 pm to buy a birthday gift for Diana. Diana's birthday is on Saturday.,John and Laurel will meet tomorrow at Jade's collection at 5 pm to buy a birthday gift for Diana.,79.07,48.78,60.47,94.72,68.7
769,"Rachel has a new siamese cat, a girl called Portia. Rachel discovered that is allergic to cats. She is sneezing, has rashes and other allergic reactions. She takes medications that seem to help. Adam consoles Rachel.",Rachel has a new siamese cat named Portia. She loves her but she's allergic to cats. She's taking medication for it.,40.68,28.07,37.29,92.64,56.38
770,Mark is planning an afterparty after his wedding. It's going to take place at their house on the next day.,After the wedding there will be an after party at Mark's house. Kristina and Matthew are going.,46.15,0.0,20.51,92.52,55.66
771,Diana and Russel are buying a present for mum.,Russel and Diana are going to buy a present for mum.,80.0,33.33,60.0,96.68,80.32
772,"Amy has severe aura. Penny, Owen and Neil want to meet her in person.",Amy looks serious at all times. Neither Owen nor Neil have talked to her. They should meet her in person.,47.06,18.75,47.06,93.17,59.54
773,Rachel and Wai will go to the museum together. They will go to a bar then. Rachel will meet Wai's friends for the first time.,Rachel and Wai are going to the museum. They will meet at 4 at the main entrance. After that they will go to some bar. Rachel is nervous about joining the team.,51.72,28.57,44.83,93.07,58.93
774,Robert is out of town.,Robert is not in town.,60.0,25.0,60.0,95.84,75.33
775,Dorothea is having a birthday dinner in the town with Tom. Elena is seeing Dorothea at her party on Saturday. ,It's Dorothea's birthday today. She's going to meet Tom and they're going to eat something in the town. Elena wishes her all the best and invites her to her party on Saturday.,39.29,18.52,35.71,92.22,53.87
776,Jules and Derek don't have class tomorrow as it's Friday.,Jules and Derek have a class tomorrow.,63.16,35.29,63.16,95.38,72.61
777,"Ainsley is sick, so she's not able to help Jane with her thesis now.",Ainsley can't help Jane with her thesis because she has a cold.,50.0,30.77,42.86,95.66,74.27
778,Felipe finds Lydia's legs attractive. She has been working out at the gym for months.,Lydia's legs are amazing after months at the gym.,53.85,33.33,46.15,93.53,61.66
779,"Mick's never done any student exchange before, but Amka did. Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems. Amka will stay in as well. Mick tells Amka about Halloween in Poland.",Mick is doing student exchanges in Erasmus. He's going to the club with his friends for Halloween. Amka is going to stay in. In Poland they don't celebrate Halloween. On November 1st they go to the cementary with their families.,38.2,11.49,24.72,88.67,32.87
780,Jessie and Karine went together to the kindergarten.,Karine and Jessie were at kindergarten.,57.14,0.0,28.57,92.27,54.21
781,Cael lets Mae know that the dress isn't ready yet.,Mae hopes to have the dress soon.,33.33,12.5,33.33,90.79,45.44
782,"Fiona fell in love with his student, Conrad.","Fiona is in love with Conrad, her 5-year-old student. She can't stand being in one room with him all the time. She wants to do something about it, but she doesn't know what to do.",25.53,8.89,21.28,90.5,43.69
783,The situation in Kongo is terrible because of its resources and politics.,"Tim, John and Alice are worried about the situation in Kongo.",43.48,28.57,34.78,91.13,47.46
784,"Margaret and Evans plan to meet at 10 on 4th and at 11 on 11th. They both are not sure when they will be able to meet next, so they will come up with a date later.",Margaret and Evans will meet on 4th and 11th of December around 10:00 or 11:00. They will also meet on 17th.,52.31,22.22,40.0,90.46,43.5
785,Bradley is too busy at work to talk to Joanne now.,Bradley is busy at work. He will contact Joanne later.,57.14,31.58,57.14,93.6,62.1
786,Pete has got an interview. His wife Iris is happy because her parents are glad she found a decent man. She is joking he is famous.,Iris's husband is famous because of his 1 interview. Iris's parents are glad that he found a decent man. Pete will be home in 1 hour.,55.56,23.08,37.04,91.4,49.06
787,Iris is trying to remove herself from an expense. Ken has fixed the problem. Julia will be added to the expense again later. Gerardo will ask the people leaving early to stay in the splitwise group until the end of the month. George will stay.,"Iris is trying to remove herself from an expense. Luke, Gerardo and Julia will have to add her to the car rental price. Ken will add her back to the group.",50.0,27.03,44.74,91.28,48.31
788,Ola should be free by 8. Kurt wants her to call him.,Ola will be free by 8. Kurt will call her.,72.73,40.0,63.64,96.26,77.85
789,Conny cannot find enough information online for his paper. Fitz suggests he tries the library. ,Conny has to write a paper for next week. She did her research on the internet. Fitz suggests she goes to the library.,36.84,11.11,31.58,93.43,61.05
790,"By looking at the photos, Archie thinks that Melanie looked nicer with curly hair. Louis disagrees.",Louis and Archie think Melanie looks like Melanie with straight hair.,37.04,0.0,29.63,91.55,49.94
791,"Carly and Cindy think she is stupid, because she asked him. ",She asked him.,42.86,33.33,42.86,91.19,47.8
792,Kirsten reminds Alex that the youth group meets this Friday at 7 pm and go bowling.,Kirsten and Alex are going bowling together on Friday at 7 pm.,57.14,23.08,42.86,93.57,61.88
793,"A boy that Sam likes is not talking to her, but Cathy convinces her that he likes her. Sam will talk to the boy tomorrow.",Sam doesn't think he likes her. Cathy thinks he does. Sam will talk to him tomorrow.,47.62,25.0,47.62,92.29,54.33
794,Jess dreamt she was a lion tamer. Lynn believes that dreams mean something. Charlie has read that strangers from our dreams are actually people who we've seen before.,Jess had a dream about being a lion tamer last night. Lynn and Charlie think dreams are telling us something.,36.73,12.77,32.65,92.68,56.66
795,Coeliac disease makes it impossible to digest gluten. Charles feels bloated and gained weight recently. Monica stopped eating lactose. Charles had a blood test.,"Charles feels weird recently, bloated and he gain weight even though he doesn't eat much. He thinks he might have a gluten intolerance. Karen and Jack advise him to stop eating gluten for a month and see if he feels better. Monica did the same thing with lactose.",32.88,5.63,19.18,89.72,39.09
796,"Ulysses and Peter got an A, Julia got a B. The grades are to be checked on the course page.","Ulysses got an A, Peter got a B. Martha can check their grades online.",52.94,31.25,47.06,95.0,70.37
797,Ralph told Andrew a joke.,Ralph tells Andrew a Polish joke about sinking a battleship in water.,47.06,13.33,47.06,93.92,63.96
798,Linda missed her train and the next one is in one hour. A return to Amsterdam was 80 euros.,Linda missed the train. The next one is in one hour and costs 80 euros. She will return to Amsterdam.,82.05,54.05,66.67,96.3,78.06
